"Catégorie","Produit","Lieu ","Prix moyen","Disponibilité","Evolution du prix","Zone de disponibilité","Date"
"VOS PROTEINES","KPLO (unité moyen)","MAN",,"moyen","stable",,"2022-07-03"
"VOS PROTEINES","PONDEUSES (kg)","MAN",,"moyen","stable",,"2022-07-03"
"VOS PROTEINES","VIANDE DE PORC (kg)","MAN",,,,,"2022-07-03"
"VOS PROTEINES","COTE DE PORC (kg","MAN",,,,,"2022-07-03"
"VOS PROTEINES","PATE DE PORC (kg)","MAN",,,,,"2022-07-03"
"VOS PROTEINES","PATE DE BŒUF (kg)","MAN",,,,,"2022-07-03"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","KORHOGO",2500,"moyen","hausse",,"2022-07-03"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","KORHOGO",2000,"moyen","hausse",,"2022-07-03"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","KORHOGO",,"moyen","stable",,"2022-07-03"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","KORHOGO",,"moyen","stable",,"2022-07-03"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","KORHOGO",,"moyen","stable",,"2022-07-03"
"VOS PROTEINES","POISSON THON  (kg)","KORHOGO",,,,,"2022-07-03"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","KORHOGO",,"moyen","stable",,"2022-07-03"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","KORHOGO",,"moyen","stable",,"2022-07-03"
"VOS PROTEINES","KPLO (unité moyen)","KORHOGO",,"moyen","stable",,"2022-07-03"
"VOS PROTEINES","PONDEUSES (kg)","KORHOGO",,"moyen","stable",,"2022-07-03"
"VOS PROTEINES","VIANDE DE PORC (kg)","KORHOGO",,,,,"2022-07-03"
"VOS PROTEINES","COTE DE PORC (kg","KORHOGO",,,,,"2022-07-03"
"VOS PROTEINES","PATE DE PORC (kg)","KORHOGO",,,,,"2022-07-03"
"VOS PROTEINES","PATE DE BŒUF (kg)","KORHOGO",,,,,"2022-07-03"
"VOS FRUITS","ANANAS (kg)","ABIDJAN",350,"moyen","stable",,"2022-07-03"
"VOS FRUITS","ORANGE (kg)","ABIDJAN",250,"moyen","stable",,"2022-07-03"
"VOS FRUITS","BANANE DESSERT (kg)","ABIDJAN",350,"Moyen","dents de scie",,"2022-07-03"
"VOS FRUITS","PAPAYE (kg)","ABIDJAN",700,"stable","en baisse",,"2022-07-03"
"VOS FRUITS","CITRON (kg)","ABIDJAN",800,"faible","hausse",,"2022-07-03"
"VOS FRUITS","ANANAS (kg)","SAN-PÉDRO",500,"moyen","stable",,"2022-07-03"
"VOS FRUITS","ORANGE (kg)","SAN-PÉDRO",200,"moyen","stable",,"2022-07-03"
"VOS FRUITS","BANANE DESSERT (kg)","SAN-PÉDRO",400,"Moyen","dents de scie",,"2022-07-03"
"VOS FRUITS","PAPAYE (kg)","SAN-PÉDRO",800,"stable","en baisse",,"2022-07-03"
"VOS FRUITS","CITRON (kg)","SAN-PÉDRO",800,"faible","hausse",,"2022-07-03"
"VOS FRUITS","ANANAS (kg)","BOUAKÉ",500,"moyen","stable",,"2022-07-03"
"VOS FRUITS","ORANGE (kg)","BOUAKÉ",200,"moyen","stable",,"2022-07-03"
"VOS FRUITS","BANANE DESSERT (kg)","BOUAKÉ",350,"Moyen","dents de scie",,"2022-07-03"
"VOS FRUITS","PAPAYE (kg)","BOUAKÉ",300,"stable","en baisse",,"2022-07-03"
"VOS FRUITS","CITRON (kg)","BOUAKÉ",700,"faible","hausse",,"2022-07-03"
"VOS FRUITS","ANANAS (kg)","YAKRO",500,"moyen","stable",,"2022-07-03"
"VOS FRUITS","ORANGE (kg)","YAKRO",250,"moyen","stable",,"2022-07-03"
"VOS FRUITS","BANANE DESSERT (kg)","YAKRO",350,"Moyen","dents de scie",,"2022-07-03"
"VOS FRUITS","PAPAYE (kg)","YAKRO",200,"stable","en baisse",,"2022-07-03"
"VOS FRUITS","CITRON (kg)","YAKRO",875,"faible","hausse",,"2022-07-03"
"VOS FRUITS","ANANAS (kg)","MAN",250,"moyen","stable",,"2022-07-03"
"VOS FRUITS","ORANGE (kg)","MAN",,"moyen","stable",,"2022-07-03"
"VOS FRUITS","BANANE DESSERT (kg)","MAN",400,"Moyen","dents de scie",,"2022-07-03"
"VOS FRUITS","PAPAYE (kg)","MAN",,"stable","en baisse",,"2022-07-03"
"VOS FRUITS","CITRON (kg)","MAN",800,"faible","hausse",,"2022-07-03"
"VOS FRUITS","ANANAS (kg)","KORHOGO",500,"moyen","stable",,"2022-07-03"
"VOS FRUITS","ORANGE (kg)","KORHOGO",300,"moyen","stable",,"2022-07-03"
"VOS FRUITS","BANANE DESSERT (kg)","KORHOGO",400,"Moyen","dents de scie",,"2022-07-03"
"VOS FRUITS","PAPAYE (kg)","KORHOGO",800,"stable","en baisse",,"2022-07-03"
"VOS FRUITS","CITRON (kg)","KORHOGO",1000,"faible","hausse",,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","ABIDJAN",500,"moyen","stable",,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","ABIDJAN",450,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","ABIDJAN",400,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","ABIDJAN",600,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","ABIDJAN",900,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","ABIDJAN",500,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","ABIDJAN",1000,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","ABIDJAN",1250,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","SAN-PÉDRO",500,"moyen","stable",,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","SAN-PÉDRO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","SAN-PÉDRO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","SAN-PÉDRO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","SAN-PÉDRO",900,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","SAN-PÉDRO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","SAN-PÉDRO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","SAN-PÉDRO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","BOUAKÉ",500,"moyen","stable",,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","BOUAKÉ",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","BOUAKÉ",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","BOUAKÉ",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","BOUAKÉ",750,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","BOUAKÉ",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","BOUAKÉ",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","BOUAKÉ",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","YAKRO",400,"moyen","stable",,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","YAKRO",500,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","YAKRO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","YAKRO",500,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","YAKRO",750,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","YAKRO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","YAKRO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","YAKRO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","MAN",400,"moyen","stable",,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","MAN",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","MAN",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","MAN",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","MAN",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","MAN",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","MAN",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","MAN",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","RIZ LOCAL (kg)","KORHOGO",400,"moyen","stable",,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS  (kg)","KORHOGO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS DECORTIQUE  (kg)","KORHOGO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MAIS POUDRE  (KABATO 1 kg)","KORHOGO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","ARACHIDE DECORTIQUES (kg)","KORHOGO",650,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","MIL  (KG)","KORHOGO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","AMANDE DE CAJOU (100 gr.)","KORHOGO",,,,,"2022-07-03"
"AUTRES PRODUITS POUR UNE BONNE NUTRITION","FONIO (400 GR.)","KORHOGO",,,,,"2022-07-03"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME BETE BETE (kg)","ABIDJAN",350,"Moyenne","En hausse par endroit",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME KLEGLE (kg)","ABIDJAN",500,"Moyen","dents de scie",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","ABIDJAN",500,"Bonne","Moyen et stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","ABIDJAN",350,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","MANGUES","ABIDJAN",400,"Bonne",,,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","ABIDJAN",2000,"moyenne","hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","ABIDJAN",500,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","ABIDJAN",500,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","ABIDJAN",650,"Moyen","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","ABIDJAN",350,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","ABIDJAN",300,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CAROTTE (kg)","ABIDJAN",900,"Moyen","Moyen",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","ABIDJAN",600,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","ABIDJAN",300,"moyenne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","ABIDJAN",250,"Bonne","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","ABIDJAN",400,"En hausse","En hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GRAINE DE PALME  (kg)","ABIDJAN",350,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME BETE BETE (kg)","SAN-PÉDRO",400,"Moyenne","En hausse par endroit",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME KLEGLE (kg)","SAN-PÉDRO",400,"Moyen","dents de scie",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","SAN-PÉDRO",500,"Bonne","Moyen et stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","SAN-PÉDRO",400,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","MANGUES","SAN-PÉDRO",,"Bonne",,,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","SAN-PÉDRO",2100,"moyenne","hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","SAN-PÉDRO",500,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","SAN-PÉDRO",500,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","SAN-PÉDRO",600,"Moyen","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","SAN-PÉDRO",400,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","SAN-PÉDRO",300,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CAROTTE (kg)","SAN-PÉDRO",1000,"Moyen","Moyen",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","SAN-PÉDRO",800,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","SAN-PÉDRO",350,"moyenne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","SAN-PÉDRO",250,"Bonne","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","SAN-PÉDRO",400,"En hausse","En hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GRAINE DE PALME  (kg)","SAN-PÉDRO",200,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME BETE BETE (kg)","BOUAKÉ",500,"Moyenne","En hausse par endroit",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME KLEGLE (kg)","BOUAKÉ",500,"Moyen","dents de scie",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","BOUAKÉ",500,"Bonne","Moyen et stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","BOUAKÉ",300,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","MANGUES","BOUAKÉ",,"Bonne",,,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","BOUAKÉ",2200,"moyenne","hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","BOUAKÉ",450,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","BOUAKÉ",450,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","BOUAKÉ",800,"Moyen","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","BOUAKÉ",500,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","BOUAKÉ",200,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CAROTTE (kg)","BOUAKÉ",1300,"Moyen","Moyen",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","BOUAKÉ",1000,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","BOUAKÉ",350,"moyenne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","BOUAKÉ",350,"Bonne","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","BOUAKÉ",350,"En hausse","En hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GRAINE DE PALME  (kg)","BOUAKÉ",500,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME BETE BETE (kg)","YAKRO",350,"Moyenne","En hausse par endroit",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME KLEGLE (kg)","YAKRO",,"Moyen","dents de scie",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","YAKRO",500,"Bonne","Moyen et stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","YAKRO",400,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","MANGUES","YAKRO",,"Bonne",,,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","YAKRO",2200,"moyenne","hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","YAKRO",400,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","YAKRO",500,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","YAKRO",500,"Moyen","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","YAKRO",500,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","YAKRO",500,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CAROTTE (kg)","YAKRO",1500,"Moyen","Moyen",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","YAKRO",1500,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","YAKRO",400,"moyenne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","YAKRO",500,"Bonne","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","YAKRO",600,"En hausse","En hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GRAINE DE PALME  (kg)","YAKRO",150,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME BETE BETE (kg)","MAN",300,"Moyenne","En hausse par endroit",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME KLEGLE (kg)","MAN",,"Moyen","dents de scie",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","MAN",600,"Bonne","Moyen et stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","MAN",200,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","MANGUES","MAN",300,"Bonne",,,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","MAN",2200,"moyenne","hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","MAN",500,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","MAN",400,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","MAN",800,"Moyen","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","MAN",350,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","MAN",300,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CAROTTE (kg)","MAN",1200,"Moyen","Moyen",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","MAN",2000,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","MAN",300,"moyenne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","MAN",300,"Bonne","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","MAN",600,"En hausse","En hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GRAINE DE PALME  (kg)","MAN",150,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME BETE BETE (kg)","KORHOGO",350,"Moyenne","En hausse par endroit",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","IGNAME KLEGLE (kg)","KORHOGO",400,"Moyen","dents de scie",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","KORHOGO",500,"Bonne","Moyen et stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","KORHOGO",500,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","MANGUES","KORHOGO",200,"Bonne",,,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","KORHOGO",2000,"moyenne","hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","KORHOGO",500,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","KORHOGO",500,"Bonne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","KORHOGO",800,"Moyen","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","KORHOGO",400,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","KORHOGO",300,"moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CAROTTE (kg)","KORHOGO",1500,"Moyen","Moyen",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","KORHOGO",1500,"Moyen","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","KORHOGO",300,"moyenne","stable",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","KORHOGO",250,"Bonne","Baisse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","KORHOGO",400,"En hausse","En hausse",,"2022-07-10"
"LES BONS CRENEAUX DE LA PERIODE","GRAINE DE PALME  (kg)","KORHOGO",250,"Moyen","stable",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","ABIDJAN",800,"Moyen","stable",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","ABIDJAN",1300,"moyen","stable",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","ABIDJAN",1000,,,,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","ABIDJAN",2000,,,,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","ABIDJAN",2300,,,,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","ABIDJAN",700,,,,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","HARICOT VERT (kg)","ABIDJAN",1000,"Moyen","Baisse",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","ABIDJAN",400,"hausse","Baisse",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","BANANE PLANTAIN (kg)","ABIDJAN",800,"faible","hausse",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","SAN-PÉDRO",800,"Moyen","stable",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","SAN-PÉDRO",1300,"moyen","stable",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","SAN-PÉDRO",,,,,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","SAN-PÉDRO",,,,,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","SAN-PÉDRO",,,,,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","SAN-PÉDRO",,,,,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","HARICOT VERT (kg)","SAN-PÉDRO",800,"Moyen","Baisse",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","SAN-PÉDRO",450,"hausse","Baisse",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","BANANE PLANTAIN (kg)","SAN-PÉDRO",500,"faible","hausse",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","BOUAKÉ",500,"Moyen","stable",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","BOUAKÉ",1200,"moyen","stable",,"2022-07-10"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","BOUAKÉ",,,,,"2022-07-10"
